date,time,latitude,longitude,number_of_vehicles,number_of_casualties,speed_limit
27/10/2023,22:30,52.533767,-1.777439,2,2,70
10/11/2023,18:40,52.458075,-2.120178,3,1,30
19/11/2023,09:05,52.490878,-1.87776,1,1,40
18/10/2023,03:46,52.572333,-2.02026,2,3,30
25/11/2023,15:37,52.563692,-2.085563,5,11,30
04/12/2023,16:02,52.510838,-1.822657,1,2,30
06/12/2023,14:22,52.656213,-1.941741,1,1,40
11/12/2023,20:16,52.539042,-1.968803,2,1,70
10/12/2023,01:47,52.46216,-1.882652,2,7,30
26/12/2023,20:05,52.480252,-1.774102,2,7,30
02/10/2023,02:13,52.509468,-1.952159,2,3,30
07/12/2023,18:31,52.380772,-1.497887,2,1,70
01/01/2023,03:25,52.736457,-1.772307,1,1,60
02/01/2023,18:30,53.054716,-1.904401,2,3,50
01/01/2023,16:05,52.679599,-2.049108,2,1,50
18/01/2023,05:55,52.647615,-2.045894,2,1,60
12/03/2023,01:05,52.640778,-2.181742,1,1,60
13/03/2023,06:45,52.519809,-2.151398,2,2,60
13/03/2023,09:11,53.005945,-2.210143,1,1,30
09/04/2023,16:08,52.831733,-1.899146,4,2,60
27/04/2023,21:26,53.021116,-2.046247,1,2,40
04/05/2023,23:03,52.599245,-1.709208,2,4,50
18/05/2023,08:17,52.623642,-2.039251,3,1,70
20/05/2023,11:15,52.660933,-1.713176,3,1,60
20/05/2023,18:41,52.620009,-2.078539,4,2,50
29/05/2023,22:25,52.669509,-1.785313,1,2,60
04/05/2023,15:31,53.032826,-2.208663,3,3,30
17/06/2023,17:26,53.065088,-2.162514,1,1,30
19/06/2023,22:41,52.638071,-1.694528,2,1,30
29/06/2023,05:51,52.683461,-2.098445,3,1,70
02/07/2023,19:18,52.986571,-2.138326,1,1,50
12/08/2023,14:40,52.935193,-1.857114,2,4,60
04/09/2023,08:23,52.825059,-1.895244,2,1,50
13/09/2023,08:28,52.804628,-1.64818,2,1,30
01/10/2023,07:15,53.01422,-2.340173,1,1,60
05/10/2023,05:43,52.795071,-1.663221,3,1,40
19/10/2023,19:45,52.750116,-1.821392,1,1,30
26/10/2023,18:28,52.652601,-2.106461,2,1,40
27/10/2023,12:15,53.039436,-2.248799,2,1,30
29/10/2023,12:38,52.672829,-2.022702,2,1,30
06/11/2023,18:34,52.643778,-2.183365,1,1,70
20/11/2023,14:00,52.690131,-2.03505,1,1,30
23/11/2023,15:23,52.961997,-2.19464,1,1,50
25/11/2023,09:19,52.800331,-1.642045,1,1,30
01/12/2023,15:53,52.877379,-1.936067,2,1,60
01/12/2023,14:00,52.941088,-2.225065,3,6,50
05/12/2023,12:15,52.724688,-2.117135,1,1,30
06/12/2023,11:37,52.804202,-2.115554,1,1,30
09/12/2023,07:41,52.814045,-1.655968,2,1,70
09/12/2023,07:00,53.021153,-2.159575,2,2,30
12/12/2023,04:40,52.819256,-1.639961,2,1,30
16/12/2023,23:45,52.992481,-2.098269,1,1,30
21/12/2023,23:20,52.668831,-2.008046,2,2,60
24/12/2023,20:43,52.957839,-2.026232,3,5,40
13/01/2023,17:00,52.299755,-1.893918,4,1,40
13/01/2023,17:45,52.270537,-2.309534,1,1,40
24/01/2023,11:29,52.356008,-2.700523,2,1,60
23/01/2023,03:14,52.755126,-2.888702,4,1,60
30/01/2023,12:00,52.060529,-2.704349,2,1,30
01/02/2023,15:00,51.922541,-2.576434,1,1,30
15/02/2023,18:44,52.157482,-2.265817,1,1,50
04/02/2023,11:59,52.774445,-2.674642,2,2,60
14/03/2023,20:20,52.119571,-1.860316,1,1,60
18/03/2023,12:40,52.480159,-2.445275,3,1,60
18/03/2023,21:39,52.212612,-2.179884,1,1,40
26/03/2023,15:10,52.159293,-2.063485,1,2,60
20/04/2023,08:15,52.351402,-1.902633,2,2,60
26/04/2023,11:45,52.894219,-2.869932,3,1,60
07/05/2023,18:20,52.45956,-2.565823,2,1,60
10/05/2023,23:00,52.404636,-2.153222,2,1,50
10/05/2023,22:15,52.362144,-2.370089,2,6,50
11/05/2023,16:21,52.545595,-2.40857,2,3,60
18/05/2023,13:45,52.922302,-2.660875,2,2,60
27/05/2023,00:20,52.660951,-2.370495,1,4,30
20/06/2023,07:00,52.383343,-2.033013,1,1,70
01/07/2023,14:20,52.567808,-3.079456,1,1,60
10/07/2023,11:50,52.715601,-2.917772,3,3,60
16/07/2023,00:02,52.767824,-2.546336,3,2,40
26/07/2023,07:47,52.388595,-1.866111,2,3,40
03/08/2023,15:00,52.012191,-2.228718,2,3,60
08/08/2023,12:00,52.111401,-2.328333,4,5,30
10/08/2023,20:30,52.056611,-1.886326,4,4,60
11/08/2023,05:25,52.065745,-1.895872,2,1,40
20/08/2023,05:09,52.861868,-3.029243,1,1,60
14/08/2023,16:21,52.159239,-2.721973,2,2,50
30/08/2023,17:50,52.114011,-1.940972,1,1,60
21/08/2023,16:30,52.366449,-2.311423,2,1,60
05/09/2023,02:10,52.703856,-2.458649,1,4,60
29/09/2023,14:25,52.196907,-3.021651,2,1,50
01/10/2023,00:01,52.706738,-2.919925,3,3,60
08/10/2023,02:41,52.036121,-2.673308,1,1,60
12/10/2023,19:05,52.940521,-2.661257,3,2,60
23/10/2023,16:20,52.055324,-1.884973,3,2,60
18/10/2023,12:43,51.891881,-2.655499,2,1,60
16/10/2023,12:49,52.541954,-2.387156,2,1,60
26/11/2023,19:22,52.719382,-2.821515,2,3,60
31/10/2023,13:52,52.621201,-2.60194,2,2,60
27/11/2023,20:27,52.348191,-2.074414,2,1,70
28/11/2023,18:14,52.594995,-2.540522,1,2,60
29/11/2023,15:16,52.900598,-2.616302,4,1,60
17/11/2023,15:40,52.635924,-2.938328,2,3,60
10/12/2023,10:20,52.644168,-2.473675,1,1,60
09/12/2023,10:16,52.540267,-2.459035,2,4,60
07/12/2023,08:00,52.763723,-2.546552,2,2,40
17/12/2023,10:59,52.029121,-2.770919,3,1,60
14/01/2023,11:57,52.279772,-1.701115,3,3,40
02/01/2023,12:41,52.36359,-1.514617,2,1,50
15/02/2023,04:13,52.084818,-1.638322,2,2,60
11/04/2023,07:36,52.175995,-1.444873,5,1,70
21/04/2023,16:05,52.056768,-1.662584,2,7,60
09/05/2023,22:35,52.496797,-1.698925,1,1,30
21/05/2023,19:37,52.155146,-1.501086,2,1,40
05/06/2023,16:30,52.346176,-1.765757,1,1,40
05/06/2023,13:08,52.437769,-1.428234,2,1,70
11/06/2023,16:20,52.553818,-1.557654,2,1,60
13/06/2023,23:22,52.533574,-1.495188,2,1,30
05/06/2023,01:00,52.256451,-1.322581,1,2,60
03/07/2023,15:26,52.512725,-1.557772,1,2,50
15/07/2023,18:09,52.282768,-1.661927,2,2,70
25/07/2023,14:37,52.314632,-1.218376,3,2,50
15/07/2023,01:41,52.592721,-1.653348,2,1,70
25/08/2023,18:15,52.389223,-1.2514,2,1,30
10/09/2023,20:32,52.533328,-1.723059,2,1,50
04/10/2023,12:49,52.355569,-1.878456,1,1,50
13/10/2023,20:39,52.201548,-1.783783,2,1,50
24/10/2023,09:57,52.173024,-1.713236,2,1,50
28/10/2023,07:36,52.043212,-1.529393,1,1,60
14/10/2023,20:01,52.201208,-1.77998,2,5,60
01/11/2023,16:42,52.074107,-1.646112,2,1,60
15/11/2023,22:30,52.586474,-1.741838,1,2,60
23/11/2023,22:58,52.411572,-1.387085,1,6,50
14/12/2023,21:22,52.194211,-1.595566,2,1,30
06/01/2023,02:00,52.878295,-1.629755,1,1,70
07/01/2023,00:24,53.212396,-1.676911,1,2,30
06/02/2023,16:50,52.884264,-1.754861,2,2,70
11/03/2023,04:25,52.829213,-1.400788,1,1,40
28/03/2023,15:35,53.114224,-1.754393,2,1,50
02/04/2023,15:36,53.041856,-1.576347,4,1,40
16/04/2023,10:30,52.867745,-1.49854,1,2,70
30/04/2023,11:59,53.265529,-1.196848,2,3,60
20/05/2023,17:45,53.249972,-1.84339,2,1,50
13/06/2023,10:20,52.951531,-1.433541,2,1,40
13/06/2023,14:00,52.924964,-1.440462,2,2,30
15/06/2023,13:35,53.194535,-1.32946,3,1,50
08/07/2023,00:10,53.256265,-1.267308,1,4,60
